u_id,감칠맛,걸쭉함,견과류_땅콩_잣향,고소함,곡물_옥수수_보리,기타_커피_캐러멜_토란,깔끔,꿀맛_당류,누룩,다양,단맛,독특,드라이,레몬_유자류_감귤류_자몽,매실류_파인애플,바나나_망고_멜론,바닐라_국화_매화_연꽃_유채꽃_꽃향,베리류_딸기,사과_배_감,스모키한,신맛,여운,열대과일,오디_복분자,오미자류,음료,인삼_생강강황_약재,자두_복숭아_체리,잔잔한,조화,진득,청_포도,청량,탄닌감,탄산,풀내음_나무_볏짚,허브_시트러스,화끈함
1143,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,5,5,,,,,,,,5,
1144,3.75,0.201437656,0.289411795,1.50196615,1.070959504,0.30831539,5,2.5,0.809251693,2.5,5,1.25,0.373101466,1.25,0.640400454,0.346393483,0.42436878,0.519486188,0.591304795,0.456330111,5,1.25,0.434336071,0.264736617,0.75398696,0.293912033,0.542136786,1.25,3.75,2.5,0.755634303,1.25,5,0.277474703,0.82355964,0.474955679,0.512337305,2.5
1145,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,5,,5,,,,,
1146,4,,,4,,4,4,,4,,4,,,,,,,,,,4,,,,,,,,,4,4,,4,,,,,
1147,5,0.29894223,0.779254914,1.927207341,1.546792328,0.22911178,5,1.64740381,1.410119048,1.738911565,5,5,0.35730598,0.741028161,1.48285227,0.235724507,0.702749536,5,1.045917984,1.57178865,1.565121882,1.625421777,0.321702883,5,0.231733284,0.314696385,1.081678939,1.642933919,1.825467312,0.837222011,1.560648126,0.515483856,5,0.450677025,0.748856514,1.612550469,0.390505112,5
1148,2.5,,,,2.5,,2.5,,,,5,2.5,,,5,,,2.5,,,2.5,,,,,,,,2.5,,,,2.5,,,,,
1149,1.111111111,0.619495142,0.646811607,1.444444444,0.555555556,0.881593599,1.444444444,0.333333333,3.111111111,0.724906629,4.777777778,1.111111111,0.333333333,0.703471323,0.633990881,0.67998547,0.549431764,0.599336839,0.644229285,0.447969343,0.888888889,1.111111111,0.594624074,0.333333333,0.41398648,0.145804907,0.231946005,0.475037616,0.888888889,1.251494284,0.555555556,0.567140394,0.555555556,0.187756897,2.777777778,0.550952118,0.439876516,0.555555556
1150,2.5,0.799999473,0.811429293,1.455026455,2.5,0.533029276,1.786073219,0.654245214,1.116657943,2.5,5,2.5,0.724360931,1.063805334,2.027777778,0.625054117,0.567901991,2.103319698,2.5,0.974238519,1.243619048,0.876637491,0.510128954,0.469162591,0.587720881,0.290589854,0.669904824,0.351309867,5,0.846119096,1.124845602,1.044827322,1.702745709,0.278059628,0.992086989,1.075573044,0.513683552,1.355800622
1151,,,,,,,,,,,4,4,,,4,,,,,,4,,,,,,,,,,,,,,,,,
1152,1.916666667,0.441723881,0.499362004,2.008563859,1.806664424,0.219165906,1.783364662,0.527758391,1.916666667,0.734637607,5,5,0.353619906,1.916666667,0.557908575,0.431179983,0.34594992,5,5,1.383899471,5,5,5,0.211037971,5,0.219213553,0.367797488,0.563246736,5,5,5,0.406569398,1.749216792,0.318029604,5,0.243500196,0.751139102,1.170018992
1153,5,,,,,,,,5,,5,,,,,,,,,,5,,,,,,,,,5,,,,,5,,,
1154,3.75,,,3.75,,3.75,3.75,,3.75,,5,,,,,,1.25,,,,5,1.25,,,,,,,1.25,5,3.75,,3.75,,,,,
1155,2.5,1.25,0.305684345,0.984161795,2.5,0.440331011,2.5,0.253902644,1.25,1,4.75,1.057933482,0.345203133,0.565972689,1.25,1,0.366093481,1.25,1.25,0.315100911,1.25,0.630918435,1,0.261801107,0.374601791,0.26229567,0.50128953,0.348347536,3.5,1.077041754,2.25,0.474065655,2.5,0.241013158,2.5,0.376923048,0.431197156,0.646407059
1156,3.5,,,,,,3.5,,,,3.5,,,,,,,,,3.5,,3.5,,,,,,,,,3.5,,3.5,,,,,
1157,5,0.329666083,0.414024199,2.255183506,1.648806721,0.252193348,5,0.511324977,1.297515372,1.493430171,5,1.107736205,1.405024633,0.764309086,1.103674429,0.689938138,0.994404441,1.028619116,1.256693758,1.141285718,1.548849675,1.416516937,0.726940355,0.390091796,0.622000515,0.353074484,0.955093982,0.612937046,5,1.056232744,1.42411457,0.537471381,5,0.369330368,0.975778183,5,1.055547057,1.477183629
1158,,,,,,,,,,,4.75,2.25,,,2.25,,,,,,4.75,,,,,,,,,2.5,,2.5,,,,,,
1159,3.6,0.176093412,0.238074949,1.428500303,0.8,0.272047516,3.6,0.338042981,1,1.6,4.6,1,0.281674957,1,0.515804884,0.313644645,0.334118162,0.424985489,0.8,0.8,3.8,0.8,0.441373123,0.234969386,1,0.254103617,0.319046893,1,2.8,1,0.8,1,2.8,0.230201284,1,0.8,1,0.8
1160,5,0.259860116,0.558803379,1.284015097,0.946543861,0.37554114,5,0.272808664,0.795239706,1.012799375,5,5,0.240383328,1.170967837,5,0.473302279,0.479424756,0.970054722,5,0.637255264,5,0.927649788,0.41635149,0.287265275,0.668407761,0.36001489,0.448433548,0.444853905,1.843753634,0.884490564,1.059939067,1.915456285,5,0.216663639,5,0.450620162,0.808106226,0.806480793
1161,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,
1162,4,0.363636364,,0.454545455,0.363636364,,0.636363636,0.714285714,1.428571429,0.9,4.727272727,3.636363636,0.714285714,0.875,0.714285714,,,0.875,0.363636364,0.9,0.636363636,,,0.714285714,,,,,0.818181818,0.272727273,0.363636364,0.272727273,4.272727273,,1.090909091,0.9,,0.9
1163,5,0.537957426,0.363595138,5,2.017272544,0.508139676,5,0.752149613,1.259886712,1.405367075,5,5,0.713598411,1.37785695,0.738658951,0.445677694,0.69579623,0.975001791,0.734374596,0.635865055,5,5,0.809154017,0.670843639,0.606496428,0.334645185,0.592202645,0.702383708,2.238865849,0.830450159,1.13027738,0.91952751,2.476814482,0.6442915,0.823133222,0.658407954,0.481865309,5
1164,4.5,0.753158482,0.400899268,1.168464414,1.410627386,0.72845063,1.996798018,1.08965931,1.614980159,0.918155555,4.5,4.5,0.764533397,1.035603998,1.162584691,0.612660593,0.374152791,0.695220759,0.840760159,0.534916824,4.5,0.944822846,0.904190784,0.499910677,0.691108791,0.308592616,0.469009352,0.806284995,1.977961405,4.5,1.134880727,0.567602516,1.649305556,0.457503246,1.328130175,0.426168792,0.880775636,0.771130393
1165,5,1.091543497,2.5,3.75,1.647466022,0.534958095,1.25,0.458455876,1.25,1.085918943,3.75,1.25,0.31670127,0.761100924,0.596802542,0.411360484,0.431957493,0.914776741,1.045993147,0.36003098,3.75,0.994565638,0.382924448,0.307792391,0.450093337,0.273888223,1.25,0.528798406,3.75,1.25,1.386319382,0.402458345,2.5,0.234748943,1.25,0.394048481,0.472985845,2.5
1166,4,0.287716472,0.337528477,4,2.098574608,0.391698355,4,1.485130719,4,4,4,1.887766511,0.672689223,0.690536297,0.645663264,0.248436459,1.377576308,0.376921141,0.539868383,0.68731941,4,1.772070702,0.246784929,0.196486751,0.403478378,0.446017452,2.224365834,1.375,2.842848629,1.223707532,1.258909336,0.323618809,4,0.29188143,0.525477193,0.704338344,0.402001204,1.604590336
1167,1.25,0.157197664,0.53226412,1.027383279,1.204934452,0.783410878,2.5,0.1488982,0.968798343,1.053233789,5,1.028428328,0.1330295,1.049102414,1.004040197,0.167570977,0.334484427,1.25,0.508729284,0.55029161,5,0.663783631,0.548857001,0.210232255,0.294942321,0.298827736,0.249840566,5,3.75,2.5,0.62575479,1.545031287,1.25,0.189709858,0.741239003,0.173442201,1.25,0.57523104
1168,2.25,1.312630298,0.494900983,2.5,4.75,0.672270462,4.75,0.921367241,0.948743795,2.5,2.25,2.5,0.715080872,0.881581515,2.25,0.476051685,0.76511817,2.25,0.963727679,0.650947816,1.145035714,1.348597198,0.4887556,0.758825195,0.722853624,0.390956872,0.776840087,0.401381332,4.75,1.066277403,1.429365079,1.308296769,2.25,0.346373523,1.020028285,0.768746435,0.420525014,1.101380533
1169,3.9,0.240116229,0.257540147,3,3.9,0.220988479,1.9,0.437740217,2,0.9,4.9,1.216985092,1,2,0.936125903,0.620714912,0.551549514,0.546164696,0.520488496,0.215842808,3.9,0.9,0.526363702,0.177366809,0.704603661,0.18272582,0.400925,0.383021805,3.9,1,0.9,1,1.9,0.250989523,0.693758034,1,0.847420808,0.625717703
1170,1.3682773,0.387021589,0.263973017,1.125613112,1.455733644,0.676341478,1.501663773,0.313361991,1.193583313,0.904097469,5,1.036948347,0.387738755,0.656658735,0.944114336,0.712079473,0.562281797,0.603353896,1.456279323,0.434496309,5,0.896254703,0.917182131,0.241541537,0.441822129,0.257494005,0.307212767,1.144994788,5,5,5,1.401925582,5,0.271581485,0.775364252,0.316887914,0.946037557,0.591268606
1171,3.592592593,0.152852458,0.423412534,2.518518519,2,0.185185185,3.111111111,0.284933887,2.018518519,1.277777778,3.425925926,1.574074074,0.37037037,0.333333333,0.37037037,0.297967681,0.261839615,0.185185185,0.555555556,0.285018202,3.240740741,0.185185185,0.413454366,0.198393337,0.290533397,0.267315617,0.907407407,0.361626825,1.981481481,1.592592593,0.740740741,0.365410967,2.759259259,0.19253258,0.555555556,0.37037037,0.333333333,0.612892137
1172,2.125,0.287581569,0.435399771,1.25,3.375,0.343940474,3.375,0.245597649,1.25,0.69203913,4.625,1.25,1.25,0.729904961,2.125,0.438993476,0.288762494,0.875,0.595154604,0.226270981,2.5,1.25,0.509855318,0.195616006,0.363436339,0.218294694,0.350049483,0.563752522,3.375,1.25,1.25,0.455651008,2.125,0.225497689,0.692974412,0.407245404,0.536876039,0.714690767
1173,5,0.225977845,0.360817294,1.666666667,1.666666667,0.348158529,3.333333333,0.396580215,1.666666667,1.666666667,5,3.333333333,0.367041307,1.666666667,0.544209868,0.34450553,0.599186009,0.51308188,1.666666667,1.666666667,1.666666667,3.333333333,0.435961472,0.225022336,0.346933932,0.255547266,0.322087192,0.37270578,3.333333333,0.958053546,1.666666667,0.383749114,3.333333333,0.25877535,0.798592073,0.448199354,0.384194843,1.021422662
1174,4.5,,,2.833333333,2.833333333,,2.833333333,,,1.666666667,4.5,,2.833333333,,,,,,,,1.666666667,,,,,,,,4.5,,,,2.833333333,,1.666666667,2.833333333,,
1175,0.875,0.368541675,0.373233627,1.264300989,1.008327692,0.499263917,1.25,1.25,1.221391968,3.375,4.625,1.22691009,0.366284104,0.875,0.589098185,1.25,0.409610918,0.527237917,0.612573852,0.462036097,3.375,1.142367037,2.125,0.352438134,0.47121007,0.875,0.519925722,1.25,1.25,1.25,1.25,1.25,2.125,0.285088808,0.875,0.438537891,0.6505354,1.25
1176,2.5,0.236714976,0.42391795,3.625,2.375,0.451098685,1.125,0.372057195,1.25,0.719206909,4.625,1,0.516026537,1.25,1,1.25,0.384672603,0.565628677,0.449077542,0.252761471,3.5,1.125,0.4186783,0.199217862,0.545744663,0.194670079,0.462179569,0.395275685,3.625,1.016637227,1.125,0.421223101,1.191125541,0.236385571,0.55694845,0.477044339,0.62875444,1.25
1177,2.7,0.306929895,0.513611907,1.9,2.8,0.368821711,1.85,0.427244803,1.8,0.711908951,4.55,0.9,0.64338535,1.4,1.8,0.422101138,0.332252744,0.9,0.48478094,0.309224546,2.7,0.5,0.383937347,0.195590109,0.36443821,0.207371152,0.437555251,0.431981719,2.8,0.4,0.95,0.481998096,1.35,0.229728054,0.4,0.563112942,0.510326079,0.822020665
1178,1.535487528,0.138888889,0.138888889,1.090939153,1.165873016,0.76984127,1.361111111,0.111111111,1.047619048,1.500964506,5,0.666666667,0.111111111,1.082589286,1.252248677,0.138888889,0.344419643,0.666666667,5,1.387127976,5,0.656869048,0.597396825,,0.25,,0.25,1.333333333,1.333333333,5,0.847142503,3.75,0.916666667,,0.666666667,1.194444444,0.666666667,1.406808036
1179,2.204042659,0.274046502,0.452452447,1.052726337,1.471322016,0.255000548,5,0.449779465,1.998301484,0.74385586,5,0.969135802,0.49251918,0.776069443,1.730524828,1.215233098,0.258527772,0.823314317,0.689016006,0.660774384,0.9,0.833046738,1.269337632,0.232146073,0.317781275,0.213080542,0.351084795,0.258907864,5,0.846963342,2.475410057,1.175615471,0.919072421,0.249228851,0.69466429,0.975,0.760818875,1.004886831
1180,2.666666667,0.269008284,0.335627666,2.166666667,1.5,0.359134276,2.833333333,0.666666667,1.333333333,1.5,3.333333333,2.166666667,0.602899429,2,0.666666667,0.28230271,0.502729664,0.483433274,0.666666667,0.666666667,2.666666667,1.333333333,0.319374658,0.243644808,0.354350678,0.276711403,0.390482408,0.391099854,2.833333333,0.651763737,0.960155213,0.384155799,1.333333333,0.288544443,0.625609028,0.666666667,0.52658905,1.333333333
1181,5,0.601358472,0.473602184,1.856345276,1.652594964,0.349357529,5,0.488596552,1.135188943,5,5,2.289621383,0.550878794,0.910547775,0.716944678,0.612806353,0.445145945,0.570636221,2.060584281,0.689256878,5,1.104058058,0.702068603,0.431609146,5,5,0.447323422,0.514694047,3.024024866,5,1.068868188,1.054666861,5,0.423926396,2.188484014,0.556453339,0.602993812,0.849859513
1182,3.333333333,0.509088236,0.403381371,1.416729283,3.333333333,0.617429727,3.333333333,0.728741121,4.833333333,1.137389771,4.833333333,1.394397632,3.333333333,0.614493966,0.642057695,0.574891761,0.340479726,0.43533291,0.777016702,0.474415966,3.333333333,1.202204586,1.024284358,0.358842505,0.561399395,0.262684772,0.427841311,0.639735011,3.333333333,3.333333333,1.128596358,0.478388489,3.333333333,0.220359407,1.5,0.651654956,0.708485968,0.637771879
1183,2.25,0.75,0.766231295,1.455026455,2.25,0.570255454,0.75,0.604286518,1.017769984,2.25,3,3,0.623548908,0.81772652,2.075396825,0.75,0.527923548,2.077695756,2.25,0.998568223,0.75,0.75,0.537324273,0.464756777,0.528189193,0.305060746,0.580742907,0.339408451,3,0.75,1.246406515,1.040424599,0.75,0.274711698,1.02010913,1.038521427,0.448181751,1.397853248
1184,5,2.185815067,1.077523916,1.959347522,5,0.849133803,5,0.669865553,1.466628549,5,2.858333333,1.917662885,0.827584357,0.976059172,1.284823938,0.795500743,0.330216281,1.292468284,5,5,5,0.779948334,0.748606847,0.33058629,0.510938743,0.604929021,0.997209666,0.581895161,5,1.396017511,2.181106702,0.686459343,5,0.244533218,5,0.731023104,0.544095304,1.283825595
1185,5,,,5,,5,5,,5,,5,,,,,,,,,,5,,,,,,,,,5,5,,5,,,,,
1186,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,5,,5,,,,,,
1187,3,0.368999063,0.4164751,3,1.864704132,0.756438073,1.666666667,0.325871729,0.166666667,1.278703898,1.666666667,0.166666667,0.166666667,0.748387128,0.671283603,0.888956199,0.88055922,0.431394128,0.899328562,0.41278027,3.166666667,0.973094488,0.623475249,0.261874075,0.385579846,0.328570236,0.586257621,0.376161706,1.5,1.5,1.5,0.473630662,1.5,0.219844082,0.627041129,0.166666667,0.481176566,0.822596395
1188,4.5,0.32743013,2.5,4.5,2.5,2,2,0.499914147,2,0.973546554,4.5,1.399882623,0.503528504,0.832858304,0.688879789,0.446165093,0.592823644,0.819031059,0.611964969,0.525253734,2,1.00553944,0.50334664,0.346591098,0.307270451,0.379233987,0.474414705,0.34318459,2.5,2,4.5,0.809818576,2,0.22397733,0.769115697,0.587555522,0.542770342,2.5
1189,3.5,0.259142339,0.315858468,3.5,1.125,1.125,4.625,0.287971139,2.25,0.912063306,3.375,1.25,0.601893008,0.681758501,0.454683304,0.342020413,0.706702932,0.568786244,1.125,0.403809729,2.375,3.5,0.399241644,0.3185291,0.330487828,0.227932465,0.35809274,0.479676373,3.5,1.125,2.25,0.397129709,2.25,0.237538486,0.648437491,0.38029927,0.454578733,1.125
1190,5,,,,,,,,5,,5,,,,,,,,,,5,,,,,,,,,5,,,,,5,,,
1191,2.038401559,0.332388333,0.281200863,5,5,0.727932349,5,0.306978007,5,0.970618476,5,5,0.55086496,1.090721359,0.702947546,0.493176103,0.449054676,0.444522481,0.687559853,0.26436798,5,5,0.54608418,0.2236715,0.323305176,0.254680016,0.452063729,0.574232993,5,5,5,0.508626488,5,0.239507992,0.586622511,0.39254545,0.659039331,0.845096134
1192,2.587301587,0.467858357,0.583491537,5,1.706578483,1.028616641,5,0.449850237,5,1.221666422,5,5,0.606430422,1.210389312,1.024073707,0.289543491,0.493048964,0.615118391,0.582132982,0.385854248,5,1.684996221,0.319162943,0.377166233,0.337452771,0.313563239,0.56110253,0.56364539,5,1.082551505,1.382491519,0.428059183,5,0.26342042,0.845351275,0.636520081,0.581206348,5
1193,5,,,5,5,,5,,,1.666666667,5,,5,,,,,,,,1.666666667,,,,,,,,5,,,,5,,1.666666667,5,,
1194,,,,,,,,,,,5,5,,,5,,,,,,5,,,,,,,,,,,,,,,,,
1195,4,,,4,,,4,,4,,4,4,,4,,,,,,,4,4,,,,,,,4,,,,4,,,,,
1196,1.157643788,0.140963154,0.932304793,0.702919316,1.050248781,0.921017221,5,0.205956821,0.818336028,1.065773846,5,0.958648201,0.124488803,1.098354195,0.974471293,0.146409366,0.318524024,0.480825688,0.621322455,0.574190227,5,0.585691211,0.451026358,0.186044994,0.254161665,0.27014847,0.252411128,5,1.874255952,1.502115961,0.482216667,1.695365646,5,0.315991149,0.730936964,0.14793118,1.582589286,0.524248998
1197,1.5,0.491741138,0.388728501,1.5,4.666666667,0.410556017,4.666666667,0.460581783,1.666666667,0.76164694,4.666666667,1.666666667,0.602827662,0.504233212,1.5,0.485380285,0.276789599,1.5,1.5,0.349627365,3.166666667,0.638820823,0.535743635,0.217578557,0.382091542,0.284216262,0.356917908,1.666666667,4.666666667,3.166666667,1.666666667,1.666666667,4.666666667,0.23427141,0.663969297,0.484621458,0.483498971,0.696860191
1198,5,,,5,,5,5,,5,,5,,,,,,,,,,5,,,,,,,,,5,5,,5,,,,,
1199,1.368996776,0.181492473,0.638586299,1.199502779,1.292827027,1.395003938,3,0.448940389,0.995563996,1.270626998,3,1.099883078,0.132775553,3,1.029100209,0.158190395,0.615691338,0.373032135,0.473395926,0.966777615,3,0.975030391,0.700591905,0.228646019,0.261418782,0.44368145,0.263540859,3,3,1.5721192,1.204527049,3,3,0.259497631,0.68156562,0.154383182,3,0.728708464
1200,1.628472222,0.331222272,0.375,1.660830745,1.648482961,0.375,1.640277778,1.011618328,2.5,5,5,1.641333414,0.410442547,0.64132528,0.365341615,5,0.46875,0.45214372,0.559573269,0.609130435,0.75,0.529582782,5,0.642857143,0.809238409,0.435267857,0.357142857,0.905555556,5,1.055555556,5,0.448369565,1.303819444,0.130434783,2.5,0.625,1.009259259,0.711805556
1201,3.5,0.874589372,0.391915364,2.58422619,3.5,0.454447362,3.5,0.63831885,0.97210071,1.041358339,3.5,1.097782738,0.653554976,1.129150436,1.426398009,0.40725577,0.332479349,1.316623856,0.802858258,0.427703814,1.120179974,1.364306433,0.467104883,0.578371939,0.419753695,0.317826321,0.552019217,0.331205682,3.5,1.011821773,1.243359876,1.495706956,1.464642857,0.272774126,1.3783292,0.722066941,0.405377081,1.267465201
1202,5,,,,5,,5,,,,5,,,,5,,,5,,,,,,,,,,,5,,,,5,,,,,
1203,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,5,,5,,,,,,
1204,3.125,0.187731833,0.279092754,2.625,3.125,0.296146742,3.75,0.350991996,1.5,0.5,4.25,0.5,1.625,0.574532672,0.5,0.35847243,1,0.508486603,0.5,0.36965802,1.5,2,0.382464104,0.20943283,0.236179263,0.341622689,0.506812019,0.347884448,3.75,0.5,0.5,0.333916577,3.125,0.279838853,0.487131213,1.125,0.617645853,0.5
1205,5,0.21006384,0.590069401,2.5,1.115215151,0.494138701,2.5,0.368243892,0.860391726,2.5,5,1.341262266,0.290812516,1.347104476,0.996777309,2.5,0.603870257,2.5,5,0.882289827,5,2.5,2.5,0.27215792,0.572425559,0.282570527,0.444986668,0.597435138,2.5,0.957077265,1.314047939,1.349028181,2.5,0.886364417,5,0.626195271,2.5,1.433601713
1206,3.5,,,,3.5,,3.5,,,,3.5,,,,3.5,,,3.5,,,,,,,,,,,3.5,,,,3.5,,,,,
1207,3.333333333,0.246856472,0.39496311,1.192135035,1.666666667,0.301990361,3.333333333,0.898547786,1.273866758,1.018406271,5,1.666666667,0.493880822,1.251815086,3.333333333,0.551065474,0.699496645,1.666666667,0.925568041,1.666666667,1.666666667,1.666666667,0.375669062,0.443883147,0.452406731,0.3965878,0.648134956,0.664445699,1.666666667,1.001529283,1.666666667,0.569122461,3.333333333,0.472452494,0.825092152,0.361990168,0.436862287,1.045414581
1208,3.5,0.419195718,0.287107534,3.5,2,0.466637711,1.5,0.494359412,1.423497967,1.310497272,3.5,1.145203498,0.788146043,0.744578491,0.877530777,2,2,0.601368436,1.027977699,0.839914326,2,1.292207316,0.588128262,0.378084369,0.357376799,0.379170616,1.5,0.349170238,2,1.314183653,1.342046671,0.496912936,1.5,0.284007425,0.75334656,0.540321671,0.46578778,0.903796389
1209,5,,,,,,,,5,,5,,,,,,,,,,5,,,,,,,,,5,,,,,5,,,
1210,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,
1211,2.5,0.400029955,0.616435751,2.5,1.909422952,2.5,1.933857858,0.788969874,1.103116999,2.5,5,2.5,0.736033379,1.230375584,0.643276483,0.428984455,0.567092928,0.475428079,0.793464165,0.572465061,2.5,0.999031364,0.398125554,0.45989117,0.559613558,0.728608516,0.417090425,0.87123676,1.974945887,2.5,1.385363069,2.5,1.34278048,0.330625334,1.01756295,0.763470474,1.145591855,2.5
1212,2.5,1.285863197,0.494900983,2.5,5,0.672270462,5,0.911538146,0.959859091,2.5,2.5,2.5,0.715180266,0.878237537,2.5,0.476051685,0.735757941,2.5,0.946916853,0.650947816,1.143296131,1.320624229,0.4887556,0.728678344,0.688210327,0.390956872,0.764570098,0.401381332,5,1.074562079,1.419274376,1.245196307,2.5,0.346373523,1.007650868,0.755464739,0.420525014,1.089499528
1213,4,,,4,4,,4,,,,4,4,,,,,,,,,,,,,,,,,,,4,,,,,,,4
1214,2.5,1.25,0.687632025,2.5,2.5,0.611680326,3.75,0.48925467,2.5,2.5,2.5,2.5,0.788305667,0.691938035,0.863268592,0.615589184,0.32820798,1.25,1.112826788,0.573238524,2.5,1.25,0.637785795,0.340834241,0.376478049,0.45313613,0.669940471,0.35219967,2.5,0.974224041,1.25,0.469984107,1.455028045,0.322035123,2.5,0.71232004,0.496624782,0.818333894
1215,3.75,0.56506815,0.440336285,1.25,3.75,0.407807858,2.5,0.54152728,1.147496623,1.25,5,2.5,1.25,0.788934852,2.5,0.426447775,0.440586255,1.25,1.25,0.48585533,1.25,1.020213576,0.480710358,0.388678054,0.435318306,0.275169333,0.548248224,0.504119129,3.75,0.9974723,1.172873916,0.790689988,2.5,0.285259897,0.842586559,1.25,0.446771745,0.868814899
1216,2.5,0.316822148,0.492240325,2.5,2.5,0.861324635,1.33481203,0.532865219,2.5,0.923695009,5,2.5,0.762008662,2.5,2.5,0.472743764,0.398730908,0.684476594,0.688257556,0.285758589,5,0.675067933,0.4005888,0.230211068,0.633346162,0.213903199,0.659989872,0.597131573,2.5,0.971969708,0.9922871,0.878039291,1.284320184,0.158185748,0.799548873,0.593789651,0.644911565,0.725581507
1217,4.5,0.607303753,0.487546623,4.5,1.838224079,0.626171335,4.5,0.901187318,1.579026942,1.051531717,4.5,1.290981204,0.585809141,1.096139635,1.38898079,0.390816845,0.635421079,1.264644855,0.76800192,0.424784296,1.600013596,4.5,0.39622411,4.5,0.780324422,0.292366177,0.537455496,0.533888659,4.5,1.314468448,1.495462024,0.879469447,1.709346265,0.223000963,4.5,0.730309984,0.408268049,1.261620528
1218,5,,,5,,5,5,,5,,5,,,,,,,,,,5,,,,,,,,,5,5,,5,,,,,
1219,4.5,0.367113846,0.350946358,2.266660378,2.557546692,1.649075305,1.984231344,0.802489516,1.244271283,0.969262609,4.5,4.5,0.95655903,1.104247652,1.057559776,0.367829251,0.77537021,1.067741185,0.772742644,1.524646036,2.47185083,4.5,0.460022595,0.421222728,4.5,0.41162006,0.429736214,0.738116044,4.5,1.848826189,1.256227216,0.511243151,1.714631433,0.395474646,0.715777508,0.739909285,1.064068102,4.5
1220,5,0.527674365,0.328672883,1.437502092,1.080378,0.443614384,5,0.58196296,1.629819565,2.124810367,5,2.01305793,0.411987894,0.690117908,0.791975333,0.569216684,0.389812566,0.441095699,0.765464795,0.458968452,5,5,0.609580182,0.269485632,5,0.284752504,0.428860305,0.478207882,2.824527553,5,1.091364295,0.594598606,5,0.231922281,5,0.449544665,0.442325236,0.82622136
1221,5,0.753158482,0.400899268,1.168464414,1.410627386,0.72845063,1.996798018,1.08965931,1.614980159,0.918155555,5,5,0.764533397,1.035603998,1.162584691,0.612660593,0.374152791,0.695220759,0.840760159,0.534916824,5,0.944822846,0.904190784,0.499910677,0.691108791,0.308592616,0.469009352,0.806284995,1.977961405,5,1.134880727,0.567602516,1.649305556,0.457503246,1.328130175,0.426168792,0.880775636,0.771130393
1222,4.25,,,4.25,4.25,,1.263157895,,2.5,0.789473684,4.25,1.75,,4.25,,,,0.236842105,0.157894737,0.157894737,4.25,0.236842105,,,1.25,,,,4.25,1.75,0.157894737,0.236842105,0.473684211,,0.236842105,,1.75,0.157894737
1223,3.5,0.37167551,0.354672819,1.594484785,1.436283957,0.962055441,1.732879819,0.427830503,1.246747467,3.5,3.5,1.932520867,0.363733003,1.360049735,0.908748019,1.577744506,0.357379227,3.5,1.432793456,0.605221823,3.5,3.840889656,4.01199386,0.421925265,0.676166903,0.342119735,0.326798168,0.584534319,2.583333333,1.388191174,1.055236929,3.5,1.405291005,4.113118905,3.5,0.333716407,1.415789316,2.121294842
1224,,,,,,,,,,,4.5,,,,,,,,,,4.5,,,,,,,,,4.5,,4.5,,,,,,
1225,5,0.266138147,0.436558546,2.002628614,1.728227902,0.382010457,5,0.569518971,1.420671198,5,5,5,0.436433867,1.088801202,1.069265109,0.546647554,0.308141772,0.63411032,0.742732277,0.470320214,5,1.388318907,0.671793065,0.288178542,5,0.41612099,0.901352565,0.598942188,5,5,1.026775084,0.418497138,5,0.320869671,5,0.489278192,0.487189186,0.828726451
1226,5,0.167085854,0.373977827,1.70723891,2.5,0.29570005,5,1.25,0.92336655,1.25,5,3.75,0.384185371,1.25,0.612645492,0.319297567,0.358592875,0.434277699,0.547817031,0.427085052,5,1.25,0.34072543,0.243985441,1.25,0.285217495,2.5,0.369955969,2.5,1.25,0.786886222,0.508337,2.5,0.214873566,1.25,0.363126871,0.456917084,1.25
1227,1.147270504,0.138944203,0.310444951,1.06192222,1.142690465,0.761132329,1.198666838,0.122486352,1.07404258,1.07476004,5,1.009573923,0.11146785,1.107741325,1.19205687,0.155293139,0.351188119,0.435902122,0.641446082,0.539950498,5,0.679092776,0.627238853,0.186044994,0.291777644,0.27014847,0.250064297,2.5,2.5,2.5,0.774315069,2.5,1.264409722,0.315991149,0.780746772,0.139130017,2.5,0.563974047
1228,4.5,,,4.5,4.5,,,,4.5,,4.5,,,4.5,,,,,,,4.5,,,,,,,,4.5,,,,,,,,,
1229,5,0.195999568,0.31111469,1.336148041,2,0.342576601,5,5,1.213560745,0.898330548,5,1.081473214,0.415369266,5,2,0.36851152,0.423802403,2,0.720532895,0.884012145,5,5,0.416219014,0.42320969,0.407426984,0.416053332,0.528525689,0.58415179,5,0.938022753,0.863945578,0.532411148,5,0.43925168,0.690345566,0.43725634,0.374276806,5
1230,2.5,0.371576816,0.344196128,0.833333333,2.416666667,0.285520163,2.5,0.532970473,0.75,0.833333333,4.916666667,2.5,0.833333333,0.800327813,2.5,0.44715401,0.833333333,0.833333333,0.585537188,0.502832777,4.083333333,1.583333333,0.4168936,0.334681505,0.833333333,0.256106116,0.505128395,0.48583909,3.25,0.833333333,0.833333333,0.443639128,2.5,0.399065417,0.833333333,0.327872037,0.552391356,0.75
